location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,ceiling_height,district,street,underground
Москва,8,19,3,67.9,12225117.0,2025,Новостройка,"1 лоджия, 1 балкон",-1,-1,-1,Без отделки,"42,6 м²","18,3 м²","2,8 м",,,Бунинская аллея
Москва,13,14,3,54.3,12634000.0,2026,Новостройка,"1 лоджия, 1 балкон",-1,Монолитный,-1,"Без отделки, чистовая",34 м²,"3,8 м²","2,85 м",,,Кедровая
Москва,6,9,3,63.1,13420120.0,2024,Новостройка,"1 лоджия, 1 балкон",-1,-1,-1,Без отделки,"24,3 м²","19,2 м²","2,99 м",,,Бунинская аллея
Москва,2,23,3,79.1,14144694.0,2026,Новостройка,-1,Наземная,Монолитно-кирпичный,-1,"Без отделки, предчистовая, чистовая","40,4 м²","16,2 м²","2,7 м",,,Филатов Луг
Москва,2,8,3,67.6,14845433.0,2025,Новостройка,"1 лоджия, 1 балкон",-1,-1,-1,Без отделки,"40,9 м²","21,7 м²","3,1 м",,,Бунинская аллея
Москва,2,9,3,78.86,15172403.0,2025,Новостройка,1 балкон,Открытая,Монолитно-кирпичный,-1,"Без отделки, чистовая","41,4 м²","12,5 м²","2,8 м",,,Щербинка
Москва,11,11,3,77.5,16193792.0,2025,Новостройка,1 лоджия,-1,-1,-1,Без отделки,"38,7 м²","15,4 м²","2,8 м",,,Новомосковская
Москва,5,9,2,104.2,150958800,2023,Новостройка / Апартаменты,-1,Подземная,Монолитный,-1,"Без отделки, чистовая с мебелью",-1,28 м²,-1,Тверской,1-я Тверская-Ямская ,Маяковская
Москва,5,6,2,43.0,26900000,2016,Вторичка / Апартаменты,-1,Наземная,-1,-1,-1,-1,-1,-1,Беговой, 3-я Ямского Поля,Белорусская
Москва,12,17,2,71.0,17900000,2022,Вторичка,-1,Многоуровневая,-1,-1,-1,40 м²,17 м²,3 м,, Никитина,Рассказовка
Москва,2,10,2,59.8,71281684,2024,Новостройка,-1,-1,Монолитный,-1,Чистовая,-1,-1,"4,6 м",Дорогомилово,,Поклонная
Москва,9,12,2,88.0,59350000,-1,Вторичка / Апартаменты,-1,-1,-1,-1,-1,-1,10 м²,-1,Тверской,2-я Брестская ,Маяковская
Москва,13,22,2,60.6,21399999,2010,Вторичка,1 балкон,-1,-1,-1,-1,-1,"10,4 м²",-1,Левобережный,Фестивальная ,Речной вокзал
Москва,7,15,2,46.5,23900000,2017,Вторичка / Апартаменты,-1,Подземная,-1,-1,-1,30 м²,10 м²,3 м,Хорошевский,Ходынский бульвар,ЦСКА
Москва,3,36,2,68.6,48137992,2027,Новостройка,-1,Подземная,Монолитный,-1,Без отделки,-1,-1,"3,08 м",Беговой,Ленинградский проспект,Белорусская
Москва,19,25,2,57.7,24914860,2025,Новостройка,1 лоджия,Подземная,Монолитный,-1,"Без отделки, чистовая, чистовая с мебелью","28,1 м²","13,6 м²","3,1 м",Лефортово,Независимость кв-л,Авиамоторная
Москва,16,34,2,42.4,22349040,2025,Новостройка,-1,-1,Монолитный,-1,"Без отделки, предчистовая","24,8 м²",-1,3 м,Обручевский,,Воронцовская
Москва,2,5,2,60.0,38500000,1926,Вторичка,-1,-1,-1,-1,-1,35 м²,6 м²,-1,Хамовники,Комсомольский проспект,Парк Культуры
Москва,9,68,2,92.0,110000000,2020,Вторичка / Апартаменты,-1,Подземная,-1,-1,-1,54 м²,-1,-1,Пресненский,1-й Красногвардейский проезд,Москва-Сити
Москва,5,9,2,64.0,46000000,1943,Вторичка,1 балкон,-1,-1,-1,-1,"34,8 м²",10 м²,-1,Хамовники,Фрунзенская набережная,Фрунзенская
Москва,19,41,2,71.0,46500000,-1,Вторичка,-1,-1,-1,-1,-1,36 м²,16 м²,-1,Хорошево-Мневники,Шелепихинская набережная,Шелепиха
Москва,3,9,2,45.0,15250000,1968,Вторичка,1 балкон,Наземная,-1,-1,-1,-1,6 м²,"2,64 м",Северное Тушино, Героев Панфиловцев,Сходненская
Москва,4,26,2,55.5,19288526,2025,Новостройка,-1,Подземная,Монолитный,-1,Без отделки,"25,9 м²","21,8 м²","2,85 м",Соколиная гора,,Соколиная гора
Москва,6,10,2,96.0,260000000,2014,Вторичка,-1,Подземная,-1,-1,-1,-1,16 м²,"3,4 м",Хамовники, Льва Толстого,Парк Культуры
Москва,12,21,2,75.3,45839999,2024,Новостройка / Апартаменты,-1,-1,Монолитный,-1,-,"29,6 м²",-1,"3,15 м",Беговой, 1-я Ямского Поля,Белорусская
Москва,5,17,2,49.0,36800000,2024,Новостройка,-1,Подземная,-1,-1,Чистовая,"31,4 м²","3,8 м²",-1,Гагаринский,Ленинский проспект,Ленинский проспект
Москва,40,49,2,61.89,28159950,2027,Новостройка,-1,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая","25,5 м²",-1,"3,27 м",Марьина роща,,Марьина Роща
Москва,9,30,2,56.8,12973574,2025,Новостройка / Апартаменты,-1,-1,Монолитный,-1,"Без отделки, предчистовая","23,9 м²",14 м²,3 м,Чертаново Южное,,Аннино
Москва,11,16,2,68.0,19800000,1995,Вторичка,-1,Наземная,-1,-1,-1,38 м²,12 м²,"2,8 м",Очаково-Матвеевское,Матвеевская ,Матвеевская
Москва,3,9,2,58.1,15500000,2017,Вторичка,-1,-1,-1,-1,-1,-1,"11,2 м²","2,75 м",, Александры Монаховой,Потапово
Москва,14,17,2,64.0,15750000,-1,Вторичка,2 балкона,-1,-1,-1,-1,"33,7 м²","12,9 м²",-1,, Бориса Пастернака,Мичуринец
Москва,5,16,2,95.0,85000000,-1,Вторичка,-1,Подземная,-1,-1,-1,45 м²,10 м²,-1,Арбат,1-й Смоленский переулок,Смоленская
Москва,3,5,2,44.5,13700000,1959,Вторичка,1 балкон,Наземная,-1,-1,-1,-1,6 м²,-1,Аэропорт,1-й Амбулаторный проезд,Красный Балтиец
Москва,6,17,2,61.0,13850000,2008,Вторичка,2 лоджии,-1,-1,-1,-1,33 м²,13 м²,-1,, Солнечная,Рассказовка
Москва,3,23,2,49.5,15800000,2021,Вторичка,-1,Подземная,-1,-1,-1,26 м²,12 м²,"3,2 м",Рязанский,2-й Грайвороновский проезд,Стахановская
Москва,7,25,2,73.0,18290000,2021,Вторичка,-1,Наземная,-1,-1,-1,29 м²,25 м²,"2,8 м",, Анны Ахматовой,Рассказовка
Москва,22,24,2,45.0,21000000,2020,Вторичка,1 лоджия,Подземная,-1,-1,-1,28 м²,15 м²,"2,8 м",Даниловский,Автозаводская ,ЗИЛ
Москва,13,14,2,68.0,21097000,2023,Новостройка / Апартаменты,-1,-1,-1,-1,Без отделки,27 м²,"29,2 м²","2,8 м",Ясенево,Новоясеневский проспект,Тёплый Стан
Москва,21,24,2,53.0,28888008,1967,Вторичка,-1,-1,-1,-1,-1,"33,1 м²",7 м²,-1,Арбат, Новый Арбат,Арбатская
Москва,15,38,2,81.0,28900000,2024,Новостройка,-1,Подземная,-1,-1,Без отделки,"52,9 м²",23 м²,"3,1 м",Пресненский,Шмитовский проезд,Шелепиха
Москва,41,51,2,58.61,33407700,2027,Новостройка,-1,Подземная,Монолитно-кирпичный,-1,Без отделки,"20,4 м²","15,7 м²","3,1 м",Хорошевский,2-й Хорошевский проезд,Хорошёвская
Москва,16,78,2,62.0,42000000,2020,Вторичка / Апартаменты,-1,-1,-1,-1,-1,-1,-1,"3,9 м",Пресненский,1-й Красногвардейский проезд,Москва-Сити
Москва,6,20,2,49.5,54450000,2024,Новостройка / Апартаменты,-1,Подземная,-1,-1,Чистовая,-1,-1,-1,Пресненский,Дружинниковская ,Краснопресненская
Москва,4,6,2,156.0,77400000,1904,Вторичка,-1,Открытая,-1,-1,-1,-1,"15,8 м²","3,5 м",Тверской, Малая Дмитровка,Маяковская
Москва,4,7,2,67.3,79000000,-1,Вторичка / Апартаменты,1 балкон,Наземная,-1,-1,-1,-1,15 м²,"3,3 м",Хамовники,Комсомольский проспект,Спортивная
Москва,5,9,2,59.3,8200000,2024,Новостройка,1 лоджия,Подземная,-1,-1,Без отделки,"31,7 м²","10,2 м²",-1,, Луговая,Крёкшино
Москва,2,12,2,35.9,8193000,2026,Новостройка,1 лоджия,-1,Монолитный,-1,"Без отделки, чистовая","22,1 м²","2,9 м²","2,85 м",,,Кедровая
Москва,2,22,1,31.4,17903652,2025,Новостройка,-1,Подземная,Монолитный,-1,"Без отделки, чистовая",-1,-1,3 м,Марьина роща,Полковая ,Савёловская
Москва,5,6,1,43.0,26900000,-1,Вторичка / Апартаменты,-1,Наземная,-1,-1,-1,-1,-1,-1,Беговой, 3-я Ямского Поля,Белорусская
Москва,5,10,1,40.4,28900000,-1,Вторичка,-1,Наземная,-1,-1,-1,"21,5 м²","8,2 м²",3 м,Дорогомилово,Кутузовский проспект,Кутузовская
Москва,30,79,1,78.0,92880000,2019,Вторичка / Апартаменты,-1,Подземная,-1,-1,-1,50 м²,15 м²,-1,Пресненский,1-й Красногвардейский проезд,Москва-Сити
Москва,7,9,1,32.0,13950000,1962,Вторичка,1 балкон,Наземная,-1,-1,-1,"18,4 м²",6 м²,"2,64 м",Савеловский,Бутырская ,Дмитровская
Москва,20,47,1,35.17,19097029,2027,Новостройка,-1,Подземная,Монолитный,-1,Предчистовая,-1,-1,3 м,Хорошево-Мневники,,Полежаевская
Москва,30,33,1,40.0,21900000,2024,Новостройка,-1,Подземная,-1,-1,Без отделки,13 м²,15 м²,3 м,Даниловский,Дубининская ,Серпуховская
Москва,1,5,1,15.0,4950000,1953,Вторичка / Апартаменты,-1,-1,-1,-1,-1,"7,6 м²","2,4 м²","3,2 м",Пресненский,Стрельбищенский переулок,Москва-Сити
Москва,3,13,1,47.0,23876000,2025,Новостройка,1 балкон,Подземная,Монолитный,-1,Без отделки,"14,3 м²",15 м²,6 м,Покровское-Стрешнево,Вивальди кв-л,Спартак
Москва,2,12,1,51.2,31300000,2022,Вторичка,-1,Подземная,-1,-1,-1,33 м²,5 м²,"3,1 м",Сокол, Врубеля,Сокол
Москва,3,17,1,38.0,13900000,2006,Вторичка,1 лоджия,Наземная,-1,-1,-1,19 м²,"7,3 м²","2,65 м",Свиблово,Вересковая ,Свиблово
Москва,2,23,1,56.0,59120000,2026,Новостройка,-1,Подземная,Монолитный,-1,Без отделки,"17,3 м²","20,7 м²","3,43 м",Пресненский,,Улица 1905 года
Москва,14,25,1,39.0,19480000,-1,Вторичка,-1,Подземная,-1,-1,-1,13 м²,15 м²,"3,3 м",Щукино, Ротмистрова,Октябрьское поле
Москва,5,9,1,32.7,7900000,1969,Вторичка,-1,Открытая,-1,-1,-1,18 м²,"6,7 м²","2,7 м",Выхино-Жулебино,Ферганский проезд,Юго-Восточная
Москва,5,34,1,38.6,23970600,2028,Новостройка,-1,Подземная,Монолитно-кирпичный,-1,Предчистовая,23 м²,"4,3 м²","3,25 м",Раменки,проезд 4-й Сетуньский,Парк Победы
Москва,10,19,1,60.0,27500000,-1,Вторичка,1 лоджия,Подземная,-1,-1,-1,25 м²,18 м²,3 м,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение
Москва,9,9,1,36.9,8850000,1980,Вторичка,-1,-1,-1,-1,-1,-1,-1,"2,5 м",Люблино, Верхние Поля,Братиславская
Москва,2,9,1,27.4,10921092,2026,Новостройка,-1,Подземная,"Монолитно-кирпичный, монолитный",-1,"Без отделки, чистовая","16,2 м²",4 м²,3 м,Головинский,Северный ао,Коптево
Москва,10,34,1,64.4,51000000,2023,Вторичка / Апартаменты,-1,-1,-1,-1,-1,"41,7 м²",10 м²,"3,2 м",Дорогомилово,Поклонная ,Поклонная
Москва,3,12,1,39.0,9999000,1971,Вторичка,1 балкон,Открытая,-1,-1,-1,24 м²,"6,5 м²","2,51 м",Преображенское,2-я Пугачевская ,Преображенская площадь
Москва,14,19,1,39.6,23760000,2024,Новостройка,-1,-1,Монолитный,-1,Без отделки,"21,7 м²","12,9 м²","3,3 м",Щукино, Ротмистрова,Октябрьское поле
Москва,33,41,1,46.0,21000000,2024,Вторичка,-1,Подземная,-1,-1,-1,18 м²,23 м²,3 м,Хорошево-Мневники,Шелепихинская набережная,Шелепиха
Москва,7,9,1,33.0,9380000,2021,Вторичка,1 лоджия,Наземная,-1,-1,-1,-1,10 м²,"2,7 м",, Золотошвейная,Филатов Луг
Москва,3,13,1,37.3,11278100,2023,Новостройка,-1,Подземная,Монолитно-кирпичный,-1,Без отделки,"12,3 м²","11,5 м²","3,1 м",, 1-я Ватутинская,Ватутинки
Москва,18,22,1,43.2,19200000,2022,Вторичка / Апартаменты,-1,-1,-1,-1,-1,"8,6 м²","21,7 м²",3 м,Щукино,Большой Волоколамский проезд,Стрешнево
Москва,22,22,1,16.0,8880000,1980,Вторичка / Апартаменты,-1,Наземная,-1,-1,-1,8 м²,3 м²,"2,65 м",Тропарево-Никулино,Ленинский проспект,Юго-Западная
Москва,7,17,1,37.9,11700000,1991,Вторичка,1 балкон,Наземная,-1,-1,-1,"18,9 м²","8,4 м²","2,7 м",Марьино,Люблинская ,Марьино
Москва,13,64,1,32.5,14184249,2028,Новостройка,1 балкон,-1,Монолитный,-1,"Без отделки, предчистовая, чистовая","11,7 м²",-1,"2,7 м",Хорошево-Мневники,,Народное Ополчение
Москва,4,20,1,76.13,32164925,2024,Новостройка,"1 лоджия, 1 балкон",Подземная,-1,-1,-1,"27,7 м²","21,3 м²","2,85 м",Даниловский,Автозаводская ,Тульская
Москва,5,7,1,34.6,9000000,1978,Вторичка,1 балкон,-1,-1,-1,-1,18 м²,8 м²,-1,Северное Измайлово,15-я Парковая ,Щёлковская
