location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,ceiling_height,district,street,underground,floor_ismissing,floors_count_ismissing,rooms_count_ismissing,total_meters_ismissing,price_ismissing,year_of_construction_ismissing,location_ismissing,object_type_ismissing,have_loggia_ismissing,parking_type_ismissing,house_material_type_ismissing,heating_type_ismissing,finish_type_ismissing,living_meters_ismissing,kitchen_meters_ismissing,ceiling_height_ismissing,district_ismissing,street_ismissing,underground_ismissing
Москва,20,29,4,154.9,60900000,2020,Вторичка,1 лоджия,Подземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,20 м²,"2,95 м",Якиманка,Мытная ,Шаболовская,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
Москва,27,32,4,140.0,81500000,2025,Новостройка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"80,9 м²","26,1 м²","3,1 м",Раменки,Кинематографический кв-л,Мичуринский проспект,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False
Москва,6,6,4,91.0,48230000,1910,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,61 м²,"16,3 м²",3 м,Пресненский, Красная Пресня,Улица 1905 года,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False
Москва,5,8,4,129.3,77200000,1902,Вторичка,2 балкона,Открытая,Монолитно-кирпичный,heating_type,Без отделки,67 м²,20 м²,"2,7 м",Тверской,Тверская ,Маяковская,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False
Москва,7,8,4,199.8,110000000,2001,Вторичка / Пентхаус,1 лоджия,Подземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,50 м²,"3,5 м",Тверской,Сущевская ,Менделеевская,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
Москва,5,8,4,173.9,260400000,2016,Вторичка,1 лоджия,Многоуровневая,Монолитно-кирпичный,heating_type,Без отделки,18 м²,"29,8 м²","2,7 м",Хамовники, Усачева,Спортивная,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False
Москва,8,9,4,247.3,666993329,2023,Вторичка / Апартаменты,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,6 м²,"3,5 м",Тверской,1-я Тверская-Ямская ,Маяковская,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False
Москва,6,15,4,85.0,16720667,2025,Новостройка,"1 лоджия, 1 балкон",Подземная,Монолитно-кирпичный,heating_type,"Без отделки, предчистовая, чистовая","35,2 м²","23,6 м²","2,99 м",Дмитров,Советская ,Ольховая,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Москва,2,21,4,96.4,19694038,2025,Новостройка,1 балкон,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"41,7 м²",30 м²,"3,1 м",Дмитров,Советская ,Новомосковская,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False
Москва,2,17,4,98.5,23039741,2025,Новостройка,"1 лоджия, 1 балкон",Подземная,"Монолитно-кирпичный, монолитный",heating_type,"Без отделки, предчистовая, черновая, чистовая","43,1 м²","28,1 м²","3,1 м",Дмитров,Советская ,Бунинская аллея,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Москва,11,13,5,265.6,405328840,2024,Новостройка,1 лоджия,Наземная,Монолитный,heating_type,Чистовая,18 м²,6 м²,3 м,Дорогомилово,Советская ,Парк Победы,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,False
Москва,26,31,5,246.7,288063785,2008,Вторичка,3 балкона,Подземная,Монолитно-кирпичный,heating_type,Без отделки,"140,9 м²",28 м²,"3,1 м",Очаково-Матвеевское,Нежинская ,Давыдково,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
Москва,4,8,5,117.0,58500000,1939,Вторичка,1 балкон,Открытая,Монолитно-кирпичный,heating_type,Без отделки,18 м²,10 м²,"3,2 м",Пресненский,Большая Садовая ,Маяковская,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
Москва,24,24,5,172.5,207000000,2024,Новостройка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"104,6 м²","10,5 м²","3,2 м",Филевский парк,Береговой проезд,Фили,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False
Москва,3,9,5,234.8,125000000,1999,Вторичка,"1 лоджия, 2 балкона",Подземная,Монолитно-кирпичный,heating_type,Без отделки,140 м²,23 м²,"2,7 м",Тверской,Краснопролетарская ,Новослободская,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False
Москва,57,76,5,303.4,260000000,2008,Вторичка / Апартаменты,1 лоджия,Подземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,6 м²,"3,2 м",Пресненский,набережная Пресненская,Деловой центр,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False
Москва,5,5,5,85.0,19000000,2016,Вторичка,2 балкона,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"58,4 м²","7,5 м²","2,7 м",Соколиная гора, Семеновский Вал,Семёновская,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False
Москва,23,24,5,415.0,150000000,1998,Вторичка,2 лоджии,Подземная,Монолитно-кирпичный,heating_type,Без отделки,300 м²,74 м²,"3,5 м",Щукино, Маршала Бирюзова,Октябрьское поле,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
Москва,4,16,5,217.9,205915500,2026,Новостройка,1 лоджия,Подземная,Монолитный,heating_type,"Без отделки, чистовая с мебелью","66,6 м²","56,4 м²","3,65 м",Раменки, Сергея Бондарчука,Мичуринский проспект,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Москва,17,17,5,148.0,120000000,2022,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,70 м²,27 м²,3 м,Даниловский,проспект Лихачева,Технопарк,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False
Москва,15,16,5,148.3,97767208,2024,Новостройка / Пентхаус,1 лоджия,Подземная,Монолитный,heating_type,"Без отделки, предчистовая",18 м²,"18,4 м²",3 м,Даниловский,Г мкр,Автозаводская,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
Москва,15,41,5,225.2,153564000,2026,Новостройка,1 лоджия,Наземная,Монолитный,heating_type,"Предчистовая, чистовая",18 м²,6 м²,"3,1 м",Хорошевский,Ленинградский проспект,ЦСКА,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False
Москва,27,27,5,138.7,73885490,2026,Новостройка,1 лоджия,Наземная,Монолитный,heating_type,"Без отделки, предчистовая","97,5 м²",6 м²,4 м,Даниловский,Советская ,Крестьянская застава,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False
Москва,5,16,5,112.2,26000000,2016,Вторичка,2 лоджии,Наземная,Монолитно-кирпичный,heating_type,Без отделки,70 м²,11 м²,"2,7 м",Митино,Пятницкое шоссе,Волоколамская,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False
Москва,17,19,5,224.3,306393800,2028,Новостройка / Пентхаус,1 лоджия,Подземная,Монолитно-кирпичный,heating_type,"Без отделки, чистовая с мебелью","110,9 м²","53,7 м²","3,52 м",Замоскворечье,Большая Татарская ,Новокузнецкая,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
Москва,10,11,5,352.0,704140000,2024,Новостройка,1 лоджия,Наземная,"Монолитно-кирпичный, монолитный",heating_type,"Без отделки, чистовая",18 м²,6 м²,"2,7 м",Раменки,Мосфильмовская ,Ломоносовский проспект,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False
Москва,2,8,5,250.0,225000000,2010,Вторичка,1 лоджия,Подземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,20 м²,3 м,Хамовники,3-я Фрунзенская ,Фрунзенская,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
Москва,13,19,2,209.7,32500000,2016,Вторичка,1 балкон,Наземная,Монолитно-кирпичный,heating_type,Без отделки,50 м²,20 м²,"2,7 м",Раменки,Мичуринский проспект,Раменки,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,False
Москва,21,25,5,151.0,48320000,2022,Вторичка / Апартаменты,1 лоджия,Подземная,Монолитно-кирпичный,heating_type,Без отделки,"85,3 м²","35,4 м²","2,7 м",Покровское-Стрешнево,Волоколамское шоссе,Трикотажная,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False
Москва,3,4,5,126.1,59000000,2016,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"71,8 м²","8,7 м²","3,6 м",Пресненский, Трехгорный Вал,Улица 1905 года,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False
Москва,8,29,5,200.0,83990000,2002,Вторичка,2 балкона,Наземная,Монолитно-кирпичный,heating_type,Без отделки,127 м²,"16,4 м²","2,7 м",Проспект Вернадского,Ленинский проспект,Новаторская,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False
Москва,16,16,5,269.0,95000000,1999,Вторичка,"2 лоджии, 2 балкона",Подземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,50 м²,3 м,Филевский парк,Кастанаевская ,Филёвский парк,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
Москва,9,9,2,31.2,58640400,2023,Новостройка / Апартаменты,1 лоджия,Подземная,Монолитный,heating_type,"Без отделки, чистовая с мебелью",18 м²,6 м²,"2,7 м",Тверской,1-я Тверская-Ямская ,Маяковская,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False
Москва,10,14,1,28.7,17000000,2023,Вторичка,1 лоджия,Подземная,Монолитно-кирпичный,heating_type,Без отделки,"19,5 м²",1 м²,"2,7 м",Лефортово,проезд Шелихова,Площадь Ильича,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False
Москва,20,25,2,23.7,8400000,2022,Вторичка / Апартаменты,1 лоджия,Подземная,Монолитно-кирпичный,heating_type,Без отделки,20 м²,6 м²,"3,53 м",Покровское-Стрешнево,Волоколамское шоссе,Трикотажная,False,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False
Москва,9,44,1,30.33,17418519,2024,Новостройка,1 лоджия,Подземная,Монолитно-кирпичный,heating_type,"Предчистовая, чистовая",18 м²,6 м²,"3,24 м",Марьина роща, 4-я Марьиной рощи,Марьина Роща,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
Москва,3,28,1,23.75,8949641,2027,Новостройка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Предчистовая,"9,5 м²","6,1 м²","2,82 м",Нижегородский,Советская ,Нижегородская,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
Москва,11,16,1,20.0,7500000,1976,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,12 м²,3 м²,"2,7 м",Очаково-Матвеевское,Аминьевское шоссе,Давыдково,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False
Москва,3,26,1,31.47,27781716,2025,Новостройка,1 лоджия,Подземная,Монолитный,heating_type,"Без отделки, предчистовая","10,9 м²",6 м²,3 м,Пресненский,к2.2,Белорусская,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
Москва,16,36,1,34.3,27904833,2027,Новостройка,1 лоджия,Подземная,Монолитный,heating_type,Без отделки,18 м²,6 м²,"3,08 м",Беговой,Ленинградский проспект,Белорусская,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
Москва,19,33,1,23.8,9700000,2023,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"11,6 м²",6 м²,"2,7 м",Нижегородский,Новохохловская ,Калитники,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False
Москва,1,2,2,28.3,9650000,2016,Вторичка / Апартаменты,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,23 м²,3 м²,"2,7 м",Басманный,Большая Почтовая ,Бауманская,False,False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,False,False
Москва,15,17,1,28.3,7061387,2026,Новостройка,1 лоджия,Открытая,Монолитный,heating_type,Чистовая,"14,1 м²","7,5 м²","2,62 м",Дмитров, Мостотреста,Щербинка,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
Москва,1,5,1,36.27,7339126,2025,Новостройка,1 лоджия,Открытая,"Монолитно-кирпичный, монолитный",heating_type,"Без отделки, чистовая","9,7 м²","11,5 м²","2,7 м",Дмитров,Советская ,Рассказовка,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
Москва,8,23,1,20.4,7549632,2025,Новостройка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,"Без отделки, чистовая, чистовая с мебелью","10,6 м²","3,7 м²","2,7 м",Чертаново Центральное,Советская ,Пражская,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False
Москва,7,39,1,20.6,7816257,2027,Новостройка,1 лоджия,Открытая,Монолитный,heating_type,"Без отделки, чистовая","8,8 м²",6 м²,"2,66 м",Москворечье-Сабурово,Советская ,Каширская,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Москва,19,22,1,24.6,7850110,2026,Новостройка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,"5,1 м²","2,82 м",Дмитров,Советская ,Филатов Луг,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False
Москва,1,17,1,25.3,8212078,2026,Новостройка,1 лоджия,Многоуровневая,"Панельный, монолитный",heating_type,"Без отделки, чистовая",11 м²,6 м²,"2,7 м",Дмитров,Советская ,Мичуринец,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False
Москва,2,45,1,25.0,8394200,2027,Новостройка,1 лоджия,Открытая,Монолитный,heating_type,"Предчистовая, чистовая","13,2 м²","5,8 м²","2,63 м",Северное Медведково,Советская ,Медведково,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
Москва,24,24,1,21.7,8750742,2025,Новостройка,1 лоджия,Открытая,"Панельный, монолитный",heating_type,Чистовая,"10,6 м²","5,5 м²","2,62 м",Отрадное,Советская ,Владыкино,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
Москва,8,22,1,25.9,8968169,2025,Новостройка,1 лоджия,Наземная,"Панельный, монолитный",heating_type,"Без отделки, чистовая","13,5 м²",6 м²,"2,7 м",Дмитров,Советская ,Рассказовка,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False
Балашиха,9,17,1,32.0,6496000,2024,Новостройка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"10,1 м²",14 м²,"2,72 м",г. Балашиха,ул. Твардовского,Новокосино,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False
Балашиха,17,25,1,41.9,6300000,2013,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,"11,5 м²","2,8 м",Дмитров,Советская ,Щёлковская,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
Балашиха,2,16,1,32.0,4990000,1987,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,"7,5 м²","2,7 м",Дмитров, Октябрьская,Железнодорожная,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False
Балашиха,20,24,1,40.05,6460225,2026,Новостройка,1 лоджия,Открытая,Монолитно-кирпичный,heating_type,"Без отделки, чистовая","11,7 м²","20,1 м²",3 м,Дмитров,Советская ,Салтыковская,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
Балашиха,3,24,1,46.8,7773000,2022,Вторичка,1 балкон,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,"12,2 м²","2,7 м",Дмитров, Разина,Салтыковская,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False
Балашиха,4,5,1,29.3,3999000,2016,Вторичка,1 балкон,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"17,9 м²",7 м²,"2,7 м",Дмитров,Леоновское шоссе,Кучино,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False
Балашиха,12,22,1,32.8,6545224,2024,Новостройка,1 лоджия,Открытая,"Монолитно-кирпичный, монолитный",heating_type,"Без отделки, черновая, чистовая","11,8 м²","11,8 м²","2,74 м",Дмитров, Бояринова,Ольгино,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
Балашиха,14,24,1,41.3,7100000,2022,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,17 м²,10 м²,"2,7 м",Дмитров, Разина,Салтыковская,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False
Балашиха,5,25,1,33.7,5400000,2013,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"15,2 м²","8,3 м²","2,7 м",Дмитров,Балашихинское шоссе,Щёлковская,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
Балашиха,13,22,1,50.24,8470062,2025,Новостройка,1 лоджия,Открытая,"Монолитно-кирпичный, монолитный",heating_type,"Без отделки, черновая, чистовая","12,7 м²","23,6 м²","2,74 м",Дмитров,Советская ,Некрасовка,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
Балашиха,13,24,1,41.4,7100000,2022,Вторичка,"1 лоджия, 1 балкон",Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,"11,4 м²","2,7 м",Дмитров, Разина,Салтыковская,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False
Балашиха,12,17,1,36.0,5750000,2021,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,9 м²,"2,7 м",Дмитров,шоссе Косинское,Ольгино,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False
Балашиха,12,22,1,36.9,6354734,2025,Новостройка,1 лоджия,Открытая,"Монолитно-кирпичный, монолитный",heating_type,"Без отделки, черновая, чистовая","11,3 м²","17,2 м²","2,74 м",Дмитров,Советская ,Некрасовка,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
Балашиха,6,6,1,41.0,7050000,2016,Вторичка,1 балкон,Открытая,Монолитно-кирпичный,heating_type,Без отделки,18 м²,"16,2 м²","3,1 м",Дмитров, Народного ополчения,Железнодорожная,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False
Балашиха,3,6,1,36.9,4428000,2019,Вторичка,1 балкон,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"16,6 м²","10,4 м²","2,8 м",Дмитров,Школьная ,Салтыковская,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
Балашиха,20,22,1,33.61,6055940,2025,Новостройка,1 лоджия,Наземная,"Монолитно-кирпичный, монолитный",heating_type,"Без отделки, черновая, чистовая","12,3 м²",6 м²,"3,04 м",Дмитров,Советская ,Некрасовка,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False
Балашиха,6,20,1,45.5,4900000,2015,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"20,8 м²",12 м²,3 м,Дмитров, Чистопольская,Щёлковская,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False
Балашиха,3,9,1,32.5,5150000,1980,Вторичка,1 балкон,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,"6,5 м²","2,7 м",Дмитров,Советская ,Щёлковская,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
Балашиха,9,17,1,48.7,10246444,2025,Новостройка,1 балкон,Открытая,Монолитно-кирпичный,heating_type,"Без отделки, чистовая","14,6 м²","20,3 м²",3 м,Дмитров,Советская ,Щёлковская,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Балашиха,7,17,1,37.8,5700000,2006,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,"7,3 м²","2,75 м",Дмитров, Твардовского,Кучино,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,False
Балашиха,1,18,1,32.1,5100000,2016,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,"9,6 м²","2,7 м",Дмитров, Лесопарковая,Железнодорожная,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,False
Балашиха,9,22,1,32.6,6049982,2024,Новостройка,1 лоджия,Открытая,"Монолитно-кирпичный, монолитный",heating_type,"Без отделки, черновая, чистовая","11,8 м²","11,8 м²","2,74 м",Дмитров, Бояринова,Ольгино,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
Балашиха,4,6,1,47.0,7850000,2019,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,24 м²,10 м²,"2,8 м",Дмитров,Школьная ,Салтыковская,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False
Балашиха,8,27,1,43.6,6150000,2014,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,12 м²,10 м²,"2,7 м",Дмитров,Советская ,Щёлковская,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False
Балашиха,17,22,1,36.9,5955003,2025,Новостройка,1 лоджия,Открытая,"Монолитно-кирпичный, монолитный",heating_type,"Без отделки, черновая, чистовая","11,3 м²","17,2 м²","2,74 м",Дмитров,Советская ,Некрасовка,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
Балашиха,7,21,1,34.5,6499000,2021,Вторичка,1 лоджия,Открытая,Монолитно-кирпичный,heating_type,Без отделки,15 м²,11 м²,"2,7 м",Дмитров,проспект Героев,Железнодорожная,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
Балашиха,14,14,1,38.0,5700000,1993,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,8 м²,"2,7 м",Дмитров, Октябрьская,Железнодорожная,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
Балашиха,20,22,1,44.1,7547947,2024,Новостройка,1 лоджия,Открытая,"Монолитно-кирпичный, монолитный",heating_type,"Без отделки, черновая, чистовая","12,9 м²","22,2 м²","2,74 м",Дмитров, Бояринова,Ольгино,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
Балашиха,6,16,1,35.0,4999000,1990,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,10 м²,"2,7 м",Дмитров, Объединения,Салтыковская,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
Балашиха,3,17,1,32.0,5400000,2023,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,10 м²,"2,8 м",Дмитров, Безымянная,Железнодорожная,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False
Балашиха,6,17,1,54.66,10736225,2025,Новостройка,1 лоджия,Открытая,Монолитно-кирпичный,heating_type,"Без отделки, чистовая","16,9 м²","22,9 м²",3 м,Дмитров,Советская ,Щёлковская,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
Балашиха,16,16,1,35.2,5850000,2020,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"14,1 м²","13,3 м²","2,8 м",Дмитров, Струве,Железнодорожная,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
Балашиха,3,17,1,44.0,5500000,2008,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,20 м²,"8,5 м²","2,7 м",Дмитров, Свердлова,Щёлковская,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
Балашиха,14,17,1,38.1,5950000,2016,Вторичка,1 балкон,Наземная,Монолитно-кирпичный,heating_type,Без отделки,19 м²,"8,4 м²","2,7 м",Дмитров, Граничная,Ольгино,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,True,True,False,False
Балашиха,9,18,1,40.5,5850000,2011,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,20 м²,10 м²,"2,8 м",Дмитров, Ситникова,Реутов,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
Балашиха,16,22,1,33.61,5759412,2025,Новостройка,1 лоджия,Открытая,"Монолитно-кирпичный, монолитный",heating_type,"Без отделки, черновая, чистовая","12,3 м²","11,6 м²","2,74 м",Дмитров,Советская ,Некрасовка,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
Балашиха,19,24,1,43.0,7550000,2010,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,20 м²,12 м²,3 м,Дмитров,проезд Акуловский,Щёлковская,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False
Балашиха,2,12,1,41.0,4800000,1983,Вторичка,1 балкон,Наземная,Монолитно-кирпичный,heating_type,Без отделки,18 м²,10 м²,"2,7 м",Дмитров,Спортивная ,Салтыковская,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False
Балашиха,19,22,1,33.61,5849005,2025,Новостройка,1 лоджия,Наземная,"Монолитно-кирпичный, монолитный",heating_type,"Без отделки, черновая, чистовая","12,3 м²",6 м²,"3,04 м",Дмитров,Советская ,Некрасовка,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False
Балашиха,2,14,1,38.0,6999000,2010,Вторичка,1 балкон,Наземная,Монолитно-кирпичный,heating_type,Без отделки,20 м²,"8,5 м²","2,74 м",Дмитров,бульвар Молодежный,Щёлковская,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
Балашиха,5,9,1,20.5,3900000,1984,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,12 м²,"4,5 м²","2,5 м",Дмитров, 40 лет Победы,Салтыковская,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False
Балашиха,12,17,1,36.04,5939500,2026,Новостройка,1 лоджия,Открытая,Монолитно-кирпичный,heating_type,"Без отделки, чистовая","10,2 м²","18,1 м²",3 м,Дмитров,Советская ,Салтыковская,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
Балашиха,3,10,1,33.1,5150000,2016,Вторичка,1 балкон,Наземная,Монолитно-кирпичный,heating_type,Без отделки,17 м²,"8,7 м²","2,7 м",Дмитров, Свердлова,Щёлковская,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False
Балашиха,7,20,1,37.0,5500000,2016,Вторичка,1 лоджия,Наземная,Монолитно-кирпичный,heating_type,Без отделки,"16,7 м²",9 м²,"2,7 м",Дмитров, Шестая,Железнодорожная,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
